year,exporter,importer,product,value_kusd,quantity_tonnes
1996,040,Bulgaria,250410,2.814,5.0
1996,040,120,250410,0.604,0.394
1996,040,Croatia,250410,14.208,13.716
1996,040,Czech Republic,250410,132.19,375.767
1996,040,251,250410,251.349,455.134
1996,040,266,250410,0.85,0.433
1996,040,Germany,250410,229.45,691.234
1996,040,300,250410,46.098,28.959
1996,040,Hungary,250410,123.0,72.51
1996,040,Italy,250410,526.127,1523.842
1996,040,Netherlands,250410,39.555,121.162
1996,040,Poland,250410,402.665,704.309
1996,040,Romania,250410,0.998,1.0
1996,040,703,250410,13.421,44.307
1996,040,705,250410,17.336,15.111
1996,040,Spain,250410,250.615,178.107
1996,040,757,250410,4.644,3.386
1996,040,Turkey,250410,5.383,3.705
1996,040,826,250410,1.511,0.5
1996,040,USA,250410,14.075,10.439
1996,040,891,250410,18.0,18.0
1996,058,Canada,250410,3.426,8.029
1996,058,251,250410,28.733,46.0
1996,058,Italy,250410,46.123,28.25
1996,058,Mexico,250410,66.332,22.175
1996,058,Morocco,250410,5.04,3.0
1996,058,699,250410,4.484,1.562
1996,058,711,250410,6.386,13.25
1996,058,Spain,250410,19.241,4.5
1996,058,826,250410,134.126,155.312
